age,workclass,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,income
76,8,13,2,14,0,4,1,0,0,30,
23,3,11,4,0,1,4,0,0,0,40,
44,3,10,2,0,5,3,0,0,0,30,
81,4,6,2,3,5,4,0,2936,0,28,
17,3,6,4,7,3,2,0,0,0,12,
56,3,11,2,12,0,4,1,0,0,40,
58,0,6,2,2,0,4,1,0,0,40,
45,3,13,2,0,0,4,1,0,0,45,
25,3,9,2,5,0,4,1,0,0,40,
36,3,13,2,9,5,1,0,0,0,35,
32,3,11,2,12,5,4,0,0,0,24,
25,3,9,4,7,2,4,1,0,0,30,
29,0,10,2,0,0,4,1,0,0,40,
23,3,9,4,0,1,4,1,0,0,60,
41,3,14,2,9,0,4,1,0,0,55,
48,6,13,2,3,0,2,1,0,0,40,
29,3,9,2,13,0,4,1,0,0,60,
27,8,14,4,14,4,1,1,0,0,20,
55,3,10,2,2,0,4,1,0,0,40,
30,3,7,2,5,0,1,1,0,1651,40,
45,3,10,6,7,4,2,0,0,0,40,
50,3,9,0,2,3,4,1,0,0,40,
22,3,9,4,2,1,4,1,0,0,50,
80,1,9,6,7,4,0,0,0,0,32,
30,3,9,2,5,0,4,1,0,0,44,
20,3,10,4,11,3,4,0,0,0,20,
29,5,9,2,11,0,4,1,0,0,35,
56,3,10,2,6,0,4,1,0,0,40,
63,3,13,2,0,0,4,1,0,0,40,
20,3,9,4,5,3,4,1,0,0,40,
38,6,9,2,0,5,2,0,0,0,40,
31,3,9,2,2,0,4,1,0,0,40,
21,3,10,4,11,3,4,1,0,0,35,
47,3,6,2,6,0,4,1,0,0,46,
25,1,13,4,12,4,1,0,0,0,40,
31,3,10,5,0,4,2,0,0,0,38,
28,3,9,4,3,1,4,0,0,0,40,
38,3,9,2,13,0,4,1,0,0,99,
30,1,13,2,10,0,4,1,0,0,40,
39,4,9,2,3,0,4,1,0,1977,40,
27,3,13,4,9,4,4,0,0,0,36,
26,3,10,4,3,1,4,0,0,0,40,
47,3,9,4,0,2,4,0,0,0,40,
27,5,9,4,2,1,4,1,0,2258,50,
43,3,10,2,10,0,3,1,0,0,32,
32,1,13,4,9,1,4,1,0,0,55,
20,3,10,4,11,3,1,1,0,0,30,
21,1,8,4,5,4,2,0,0,0,20,
32,3,11,4,9,1,4,1,0,0,40,
37,3,11,0,6,1,2,1,0,0,48,
45,3,9,2,2,0,1,1,0,0,40,
37,4,12,2,11,0,4,1,0,1887,40,
54,8,5,0,14,1,4,0,0,0,15,
24,3,13,4,9,1,4,1,0,0,25,
28,8,7,4,14,1,4,1,0,0,30,
23,3,10,4,4,3,4,1,0,0,40,
54,8,9,2,14,0,4,1,0,0,40,
40,3,9,2,6,0,4,1,0,0,40,
38,3,10,2,2,0,4,1,0,0,48,
71,3,6,2,6,0,4,1,0,0,40,
51,3,10,0,0,4,4,0,0,0,40,
52,5,10,4,0,4,4,1,0,0,5,
30,3,13,4,11,1,4,0,0,0,40,
34,3,9,2,2,0,4,1,7688,0,40,
38,3,6,0,6,1,4,0,0,0,40,
43,0,11,4,9,1,4,0,13550,0,40,
43,3,7,4,13,1,4,1,0,0,42,
36,0,10,4,3,1,2,1,13550,0,40,
24,6,10,4,0,3,4,0,0,0,40,
29,8,2,4,14,3,1,1,0,0,40,
55,3,6,2,7,5,2,0,0,0,40,
51,3,14,2,9,0,4,1,0,1902,60,
43,1,9,0,3,4,0,0,0,0,40,
28,3,9,0,10,1,4,1,0,0,40,
54,3,12,2,11,0,4,1,0,0,45,
47,3,10,2,9,0,4,1,0,0,40,
47,3,13,2,11,0,4,1,0,0,55,
47,3,10,2,7,0,4,1,0,0,57,
38,3,10,4,0,4,4,0,6497,0,35,
60,5,3,2,4,0,4,1,0,0,40,
19,3,9,4,11,3,0,0,0,0,25,
22,3,10,4,0,3,2,0,0,0,25,
55,1,14,2,9,0,4,1,0,0,40,
44,3,10,5,11,2,2,0,0,0,35,
53,5,2,2,3,0,4,1,7688,0,67,
44,1,14,2,9,5,4,0,4386,0,40,
28,0,13,4,10,1,4,1,0,0,50,
30,1,10,4,13,4,2,0,0,0,40,
39,1,9,4,3,3,0,0,0,0,40,
43,6,9,0,3,4,4,0,0,0,40,
24,3,13,4,11,2,4,0,0,0,40,
27,1,11,4,10,1,4,1,0,0,56,
64,5,3,2,4,0,4,1,0,0,70,
41,1,10,2,4,0,4,1,0,0,40,
28,3,9,4,13,3,4,1,0,0,40,
61,3,9,2,9,0,4,1,0,0,30,
27,3,7,0,6,4,4,0,0,0,40,
49,3,10,0,0,1,4,0,0,0,32,
20,3,10,2,2,0,4,1,0,0,40,
41,3,13,4,9,1,4,0,0,1876,40,
28,1,9,2,2,0,4,1,0,0,40,
36,3,9,0,6,1,4,1,0,0,40,
44,5,13,0,2,3,4,1,0,0,40,
51,3,13,2,0,5,4,0,7688,0,20,
40,3,10,0,9,4,2,0,0,0,38,
19,3,9,4,2,1,4,0,0,0,40,
54,3,10,2,9,5,4,0,0,0,40,
55,5,9,0,2,1,4,1,0,0,40,
57,3,11,6,9,1,4,0,0,0,40,
29,3,10,5,8,1,4,0,0,0,30,
51,3,9,0,11,4,4,0,0,0,43,
44,3,9,0,7,1,4,1,0,0,37,
35,1,11,2,10,0,4,1,0,0,42,
40,3,9,0,13,1,4,1,0,0,40,
46,3,4,5,7,1,4,0,0,0,32,
25,3,10,2,2,0,4,1,0,0,60,
33,3,13,4,9,1,4,1,0,1408,36,
32,3,10,4,6,2,4,0,0,2205,40,
22,3,9,4,12,1,4,0,0,0,40,
39,3,10,2,11,5,1,0,0,0,40,
18,5,9,4,4,3,1,1,0,0,40,
43,3,9,0,0,4,2,0,0,0,45,
46,3,9,4,12,2,4,1,0,0,40,
63,3,10,2,11,0,4,1,7298,0,48,
40,8,10,2,14,0,4,1,0,0,8,
59,3,13,2,3,0,4,1,0,0,60,
40,1,14,4,9,1,4,0,0,0,40,
23,3,9,4,7,3,4,1,0,0,35,
64,8,9,2,14,0,4,1,0,0,10,
36,3,11,2,11,0,4,1,0,0,60,
48,3,9,0,6,4,4,0,0,0,40,
43,3,10,2,9,5,4,0,0,0,40,
18,3,6,4,7,3,4,0,0,0,30,
17,3,7,4,2,3,4,1,0,0,16,
36,3,15,2,9,0,4,1,0,0,50,
53,3,9,2,6,0,4,1,0,0,40,
36,6,10,0,3,1,4,0,0,0,39,
20,3,9,4,5,1,4,1,0,0,40,
22,3,13,4,11,1,4,0,0,0,60,
34,3,13,2,9,0,4,1,0,0,40,
39,3,7,0,7,3,4,1,0,0,40,
57,3,10,6,7,1,4,0,0,0,40,
30,3,6,0,7,4,4,0,0,0,40,
37,3,15,2,9,0,4,1,0,0,60,
51,3,9,2,6,0,4,1,0,0,40,
38,3,9,4,13,4,4,1,0,0,40,
34,3,9,4,3,4,4,0,0,0,35,
47,0,9,3,0,1,2,0,0,0,40,
28,5,9,2,4,0,4,1,0,0,40,
25,3,6,4,7,1,4,1,0,0,24,
25,3,10,4,3,1,4,0,0,0,60,
50,3,14,2,3,0,4,1,15024,0,65,
50,3,9,2,2,0,4,1,0,0,40,
43,3,13,2,2,0,4,1,0,0,48,
27,3,9,4,13,1,4,1,0,1876,75,
32,3,9,2,2,0,4,1,0,0,50,
44,3,6,4,4,4,4,1,0,0,35,
19,3,9,4,11,4,2,0,0,0,20,
53,4,10,6,3,1,4,1,0,0,40,
21,3,9,4,10,1,4,1,0,0,40,
26,3,9,4,13,1,4,1,0,0,40,
68,3,9,2,13,0,4,1,0,419,12,
31,3,10,2,11,0,4,1,0,2051,57,
32,3,13,4,3,2,4,1,0,2444,50,
33,3,14,4,0,3,4,1,0,0,40,
49,8,9,4,14,1,2,1,0,0,40,
24,3,7,2,2,0,4,1,0,0,65,
30,3,9,2,11,0,4,1,0,0,42,
49,3,9,2,2,0,4,1,0,0,40,
18,3,7,4,5,1,2,1,0,0,40,
30,6,10,4,0,1,4,0,0,0,37,
51,3,9,2,2,0,4,1,0,0,40,
52,3,10,2,9,0,4,1,0,0,40,
52,3,9,0,7,2,4,1,0,0,30,
23,1,9,4,7,3,2,1,0,0,32,
23,5,6,4,2,1,4,1,0,0,60,
36,3,9,2,6,0,4,1,0,0,48,
19,3,7,4,2,2,4,1,0,0,25,
53,5,9,2,2,0,4,1,0,0,60,
17,3,7,4,5,3,4,1,0,0,25,
69,3,9,6,5,1,4,0,0,0,8,
46,1,13,0,9,4,4,0,0,0,40,
33,3,9,5,12,1,4,1,0,0,46,
40,3,10,2,6,0,4,1,0,0,45,
56,3,10,2,13,0,4,1,0,0,60,
29,1,14,2,9,0,4,1,0,0,40,
41,3,10,0,0,4,4,0,0,0,38,
22,3,9,2,11,0,4,1,0,0,45,
28,3,4,2,2,0,4,1,0,0,40,
31,3,13,2,2,0,4,1,0,0,46,
35,3,13,4,9,1,4,0,0,0,40,
38,3,10,2,6,0,2,1,0,0,40,
17,3,6,4,7,3,4,0,0,0,10,
39,3,6,2,2,0,4,1,0,0,40,
27,5,10,4,7,1,2,1,0,0,40,
50,3,9,4,0,3,4,0,0,0,40,
56,1,9,2,13,0,4,1,0,0,40,
80,5,9,2,4,0,4,1,0,0,20,
38,5,10,2,4,5,4,0,0,0,15,
52,6,9,2,10,0,2,1,0,0,40,
26,1,13,4,9,3,2,1,0,0,38,
43,3,9,0,7,3,1,0,0,0,40,
45,3,13,4,3,1,4,0,0,0,42,
41,4,11,2,3,0,2,1,0,0,40,
30,3,12,0,0,1,4,0,0,0,25,
24,3,10,2,2,0,4,1,2407,0,40,
43,1,10,0,7,4,4,0,0,0,20,
44,3,13,2,3,0,4,1,0,0,70,
54,3,9,0,13,1,2,1,0,0,40,
23,3,13,4,9,3,4,0,0,2258,40,
33,5,9,2,11,0,4,1,0,0,60,
18,3,7,4,7,3,4,1,0,0,16,
38,3,10,5,9,4,4,0,0,0,40,
41,5,11,2,4,0,4,1,0,0,45,
22,8,8,4,14,1,4,1,0,0,48,
66,4,4,2,2,0,4,1,0,0,40,
70,8,9,2,14,0,4,1,0,0,40,
58,5,6,2,2,5,4,0,0,1977,35,
60,5,14,0,9,4,4,0,0,0,10,
24,1,6,4,2,4,2,1,0,0,65,
61,3,7,0,7,4,4,0,0,0,36,
35,1,13,2,2,0,4,1,0,0,40,
19,3,10,4,9,3,4,0,0,0,40,
52,3,9,4,0,4,2,0,0,0,40,
38,5,13,2,11,0,4,1,7298,0,50,
39,5,9,2,11,0,4,1,0,0,40,
33,5,13,2,2,0,4,1,0,0,50,
52,3,9,0,0,4,4,0,0,0,40,
41,3,9,5,6,4,4,0,0,0,44,
37,3,10,2,11,0,4,1,0,0,55,
38,1,13,2,9,0,4,1,0,0,45,
27,3,10,4,3,1,4,0,0,0,40,
38,3,14,4,0,4,4,0,0,0,40,
38,5,13,2,9,0,1,1,3103,0,60,
49,5,9,2,12,0,4,1,0,0,30,
38,3,13,4,11,1,4,1,0,0,45,
22,3,9,4,6,2,4,1,0,0,55,
40,0,12,2,9,0,4,1,0,0,40,
20,3,9,2,2,0,4,1,0,0,40,
34,0,16,4,9,1,4,0,0,0,99,
24,3,14,4,0,1,4,1,0,0,56,
58,0,13,5,9,1,4,1,4787,0,40,
24,3,10,4,0,3,4,0,0,0,40,
43,3,9,4,2,1,4,1,0,0,45,
38,3,9,4,3,3,4,0,0,0,40,
42,3,9,2,2,0,4,1,0,0,40,
27,3,10,2,6,0,4,1,0,0,40,
18,3,6,4,11,3,4,0,0,0,20,
37,3,9,4,2,2,0,1,27828,0,48,
48,3,9,0,13,1,4,1,0,0,65,
40,3,4,5,7,1,4,0,0,0,25,
50,4,13,2,3,0,1,1,7688,0,50,
57,3,9,5,11,1,0,0,0,0,35,
36,1,10,2,10,0,4,1,0,0,60,
41,3,9,2,4,0,4,1,0,0,40,
90,3,4,2,6,0,4,1,0,0,40,
66,3,4,6,7,1,2,0,0,0,10,
34,5,9,2,4,5,4,0,0,2179,12,
23,3,9,4,2,3,1,1,0,0,1,
35,3,9,2,10,0,4,1,0,0,55,
32,3,9,2,2,0,4,1,2407,0,40,
33,3,13,4,9,1,2,1,0,0,50,
32,4,11,2,3,0,4,1,0,0,40,
31,3,10,2,2,0,1,1,0,0,40,
32,5,10,2,11,0,4,1,0,0,50,
40,3,9,2,7,0,4,1,0,0,40,
27,5,9,4,10,1,4,1,0,0,30,
34,1,9,4,10,1,0,1,0,0,40,
35,3,11,2,7,5,2,0,0,0,40,
29,3,10,2,3,0,4,1,0,0,40,
41,3,9,5,7,4,2,0,0,0,20,
33,6,16,2,9,5,4,0,0,0,48,
22,8,9,2,14,3,4,0,0,0,20,
52,3,13,2,9,0,4,1,0,0,40,
20,3,9,2,2,0,4,1,0,0,40,
18,1,7,4,10,3,4,1,0,0,10,
63,3,13,2,9,0,4,1,0,0,50,
49,3,4,0,7,4,4,0,0,0,35,
58,3,9,2,11,0,4,1,0,0,40,
23,5,9,0,7,4,4,0,0,0,50,
59,3,9,2,2,0,4,1,0,0,40,
49,5,10,2,3,0,4,1,0,0,40,
23,1,13,4,9,3,4,0,0,0,15,
17,8,6,4,14,3,4,1,0,0,40,
20,3,7,4,5,1,4,1,0,0,40,
36,3,11,2,3,0,4,1,0,1887,50,
64,3,10,6,3,1,4,0,0,0,3,
34,3,10,4,3,1,4,0,0,0,40,
63,3,12,3,0,2,4,0,0,0,35,
51,3,9,4,0,1,2,0,0,0,40,
40,6,10,0,0,1,2,0,0,0,35,
55,3,5,2,2,0,4,1,0,0,55,
35,3,9,0,2,1,4,1,0,0,46,
30,3,13,4,6,1,4,1,0,0,25,
47,8,13,2,14,0,4,1,0,0,18,
29,3,6,4,2,1,2,1,0,0,40,
17,8,7,4,14,3,4,0,0,0,8,
32,5,15,2,9,0,4,1,7688,0,45,
55,3,13,2,6,0,4,1,0,0,40,
47,1,10,0,3,1,4,1,0,0,56,
50,3,13,0,7,1,4,1,0,0,40,
42,3,9,2,2,0,2,1,7688,0,45,
32,5,10,2,2,0,4,1,0,0,55,
60,3,12,2,11,0,4,1,0,0,30,
53,3,9,2,2,0,4,1,0,0,40,
58,3,13,6,3,4,4,1,8614,0,40,
45,3,13,4,9,1,4,1,0,0,30,
31,3,9,4,3,3,4,1,0,0,40,
32,5,9,4,2,1,4,1,0,0,40,
37,3,10,0,7,4,4,0,0,0,30,
28,3,10,4,0,1,4,0,0,0,60,
26,3,8,4,2,1,4,1,0,0,40,
47,4,9,2,3,0,4,1,0,0,80,
34,3,10,2,3,0,4,1,0,0,50,
42,3,9,0,6,1,2,1,0,0,40,
48,3,13,2,12,5,4,0,99999,0,40,
32,3,9,4,6,4,2,0,0,0,40,
35,3,11,2,3,5,4,0,0,0,42,
46,1,16,2,9,5,4,0,0,1902,52,
38,3,10,2,7,0,4,1,0,0,40,
49,8,9,3,14,1,4,1,0,0,70,
35,3,13,2,0,0,4,1,0,0,40,
61,8,9,0,14,1,4,1,4865,0,40,
45,3,12,0,0,4,2,1,0,0,35,
31,3,13,4,3,1,4,1,0,0,40,
52,4,10,2,3,0,4,1,0,0,60,
20,3,10,4,5,3,4,1,0,0,50,
64,8,7,2,14,0,4,1,0,0,30,
20,8,10,4,14,3,4,1,0,0,40,
24,3,14,4,12,1,4,1,0,0,50,
29,3,11,2,2,0,4,1,0,0,40,
23,3,13,4,3,1,4,0,0,0,40,
34,6,9,2,0,0,4,1,0,0,40,
54,3,14,6,0,4,4,0,0,0,38,
21,3,10,4,7,1,4,0,0,0,30,
23,3,13,4,0,3,4,0,0,0,30,
79,3,4,6,8,1,4,0,2964,0,30,
55,3,14,2,3,0,4,1,0,0,40,
42,8,9,3,14,1,4,1,0,0,35,
60,3,9,0,12,4,4,0,2597,0,40,
37,3,12,0,2,1,2,1,0,0,40,
47,3,9,0,13,1,4,1,0,1590,40,
20,6,10,4,0,3,4,1,0,0,40,
53,3,13,4,7,1,4,1,0,0,40,
34,3,9,2,6,5,4,0,0,0,40,
43,3,10,0,9,4,2,0,0,0,40,
24,5,10,2,13,0,4,1,0,0,60,
23,3,9,4,10,3,0,1,0,0,40,
29,3,11,4,6,1,3,1,0,0,40,
58,3,10,0,0,4,2,0,0,0,40,
55,8,12,2,14,0,2,1,7688,0,40,
40,3,14,4,0,3,4,0,0,0,40,
43,0,10,2,0,5,4,0,0,0,40,
25,6,14,4,3,1,4,1,0,0,40,
23,1,13,4,9,3,4,1,0,0,24,
34,4,9,2,2,0,4,1,0,0,50,
26,3,10,5,11,4,4,0,0,0,35,
60,3,16,4,9,1,4,0,0,0,65,
39,3,9,2,13,0,4,1,0,0,50,
21,3,9,4,7,3,4,1,0,0,40,
45,3,9,2,13,0,4,1,0,2179,45,
33,3,10,4,3,1,4,1,0,0,40,
26,3,13,4,3,1,4,1,0,0,70,
39,3,10,0,0,4,4,0,114,0,45,
29,3,12,4,9,1,4,0,8614,0,40,
29,8,10,4,14,3,2,0,0,0,40,
52,3,7,2,7,0,4,1,0,0,40,
34,3,13,2,7,0,4,1,0,0,30,
24,3,9,4,6,1,4,1,0,0,48,
77,4,16,2,4,0,4,1,20051,0,40,
34,5,14,2,4,0,4,1,0,0,60,
53,5,5,2,4,0,4,1,0,0,70,
31,3,9,5,2,1,2,1,0,0,40,
58,3,9,0,11,1,4,0,0,0,15,
50,5,14,2,11,0,4,1,7688,0,55,
32,3,9,2,2,0,4,1,0,0,40,
57,3,9,0,7,1,4,0,0,0,40,
32,3,9,4,11,1,4,0,0,0,45,
77,3,5,2,8,5,2,0,0,0,10,
37,5,10,4,2,1,4,1,0,0,40,
51,3,9,2,0,2,4,0,0,0,40,
33,5,12,0,11,4,2,1,0,0,60,
53,1,9,3,13,2,4,0,0,0,35,
32,3,9,0,11,1,4,1,0,0,50,
30,3,10,2,2,0,4,1,0,0,40,
19,3,10,4,0,3,4,0,594,0,20,
33,3,13,3,7,4,4,0,0,0,24,
31,3,11,4,0,1,4,0,0,0,40,
28,3,10,4,0,4,2,0,0,0,40,
19,3,8,4,7,3,4,0,0,0,20,
27,3,9,2,11,0,4,1,0,0,60,
21,3,3,2,5,0,4,1,0,0,40,
24,3,13,4,9,1,4,0,0,0,40,
46,3,9,0,13,1,4,1,0,0,54,
31,3,13,4,3,1,4,0,0,0,40,
60,3,10,2,13,0,4,1,0,0,40,
21,3,6,5,11,4,2,0,0,0,38,
38,8,7,4,14,1,4,0,0,0,32,
31,3,11,0,13,1,4,1,0,0,40,
26,3,13,2,11,0,4,1,0,0,40,
46,3,9,0,8,1,4,0,0,0,25,
25,4,9,2,3,0,4,1,0,0,60,
23,1,10,4,0,1,4,1,0,0,30,
53,4,14,2,3,0,4,1,0,0,40,
42,8,14,2,14,5,4,0,0,1887,48,
29,3,9,2,0,5,4,0,0,2179,40,
45,3,10,2,9,0,4,1,0,0,50,
70,3,13,0,0,1,4,1,0,0,40,
55,4,13,2,11,0,4,1,99999,0,60,
40,6,16,2,9,0,4,1,0,1887,50,
17,3,6,4,7,3,4,1,0,0,30,
18,3,9,4,2,3,4,1,0,0,40,
34,3,14,4,11,4,4,1,0,0,60,
41,3,10,0,0,1,4,0,0,0,40,
28,3,13,4,0,1,4,1,0,0,40,
23,6,9,4,10,3,4,1,0,0,40,
32,3,10,4,3,2,4,1,0,0,40,
56,3,4,2,6,0,2,1,0,0,48,
36,3,9,0,3,4,4,1,0,0,45,
26,3,9,4,0,1,4,1,0,0,50,
62,3,13,6,12,4,4,0,0,0,7,
35,3,12,0,0,4,4,0,0,0,40,
25,1,13,4,9,1,4,0,0,0,40,
28,3,9,2,13,0,4,1,0,0,50,
21,3,10,4,0,3,4,0,0,0,25,
31,3,6,2,13,0,4,1,0,0,40,
23,3,12,4,7,3,4,1,0,0,25,
58,4,13,2,9,0,4,1,0,0,40,
55,1,14,2,9,0,4,1,0,0,40,
54,3,9,2,2,0,4,1,0,0,40,
33,3,9,2,13,0,4,1,3908,0,40,
28,3,7,2,5,0,4,1,7688,0,40,
40,3,7,2,6,0,4,1,0,0,30,
33,5,13,2,11,0,4,1,7298,0,80,
27,3,15,4,9,1,1,1,0,0,10,
55,3,9,0,0,4,4,1,0,0,25,
53,3,9,5,13,4,4,1,0,0,45,
23,3,8,4,13,1,4,1,0,0,46,
66,3,9,6,2,1,4,1,0,0,16,
34,5,11,2,3,0,4,1,0,0,60,
39,3,6,0,13,1,4,1,0,0,40,
21,3,10,4,0,3,2,0,0,0,40,
26,3,10,3,0,3,3,0,0,0,35,
21,3,9,4,0,3,4,0,0,0,40,
59,3,9,2,11,0,4,1,0,0,40,
61,3,6,2,13,0,4,1,0,0,40,
30,3,13,2,11,0,4,1,0,0,50,
22,3,11,2,6,0,4,1,0,0,40,
47,3,9,0,6,4,4,0,0,0,30,
50,3,9,0,7,1,4,1,0,0,40,
67,3,13,0,3,1,4,0,0,2206,5,
59,1,6,2,2,0,4,1,0,0,40,
35,3,12,4,7,1,4,0,0,0,80,
56,5,10,3,4,1,4,0,27828,0,20,
28,3,9,4,0,2,2,1,0,0,40,
34,3,9,0,3,4,4,0,2977,0,50,
63,3,6,6,4,4,4,0,0,0,56,
48,3,10,2,2,0,4,1,0,0,40,
41,0,10,2,9,0,4,1,0,0,44,
26,3,10,4,5,3,2,0,0,0,20,
47,3,6,2,11,0,4,1,0,2179,52,
29,5,11,2,4,0,4,1,0,0,50,
30,3,9,4,5,3,4,1,0,0,40,
19,3,9,4,11,3,4,1,0,0,20,
27,3,13,4,0,1,4,0,0,0,37,
59,5,9,2,4,0,4,1,0,0,70,
19,3,9,4,2,3,4,1,0,0,40,
45,3,5,2,5,0,1,1,0,0,40,
37,3,9,4,0,1,4,1,0,0,40,
44,1,16,3,9,4,4,0,0,0,38,
34,0,13,2,0,0,1,1,0,0,38,
30,3,13,4,12,1,4,0,0,0,35,
30,3,13,2,3,0,1,1,0,0,40,
56,3,7,5,7,1,2,0,0,0,40,
19,3,9,4,7,3,4,0,0,0,40,
37,3,4,2,2,0,4,1,0,0,40,
45,3,14,2,3,0,4,1,0,1977,43,
21,3,10,4,0,3,4,0,0,0,40,
34,5,9,2,4,0,4,1,0,0,45,
27,3,13,2,3,2,4,1,0,0,50,
44,1,14,4,9,1,4,0,0,0,40,
33,3,13,4,3,1,4,1,0,0,40,
32,3,10,4,3,2,4,0,0,0,50,
37,3,10,2,2,0,4,1,0,0,40,
26,3,13,4,11,1,4,0,0,0,48,
49,3,9,2,2,0,4,1,5013,0,60,
20,3,10,4,9,1,4,0,0,0,30,
37,3,10,2,2,0,4,1,0,0,40,
22,3,3,2,2,0,4,1,0,0,48,
44,3,13,4,12,1,4,1,0,0,35,
30,1,9,2,2,0,4,1,0,0,40,
55,1,9,2,7,0,4,1,0,0,40,
36,3,7,2,6,0,4,1,0,0,40,
29,3,8,4,12,1,4,1,0,0,40,
19,8,10,4,14,3,4,1,0,0,22,
45,6,11,2,10,0,4,1,0,0,40,
38,4,13,2,11,0,4,1,0,0,55,
42,3,10,4,2,1,1,1,0,0,40,
27,3,11,4,3,3,4,0,0,0,40,
20,3,10,4,0,3,4,1,0,0,25,
43,3,13,2,9,0,4,1,0,0,35,
21,3,9,4,0,3,4,1,0,0,40,
33,3,13,4,9,1,4,0,0,0,40,
36,5,9,2,2,0,4,1,0,0,80,
34,3,8,2,7,0,4,1,0,0,40,
72,3,4,6,7,1,4,0,0,0,99,
54,3,10,2,3,0,4,1,0,0,44,
30,3,9,2,2,0,4,1,0,0,40,
63,3,9,2,6,0,2,1,0,0,40,
36,3,13,2,3,0,4,1,0,0,50,
25,3,13,4,3,1,4,1,0,0,50,
72,8,12,6,14,1,4,0,0,0,40,
55,3,9,0,2,1,4,1,0,0,40,
44,3,10,2,9,0,4,1,0,0,45,
41,3,9,4,6,4,2,0,0,0,40,
20,8,10,4,14,3,4,1,0,0,40,
47,3,12,2,9,0,4,1,0,0,40,
71,8,10,2,14,0,4,1,3432,0,20,
41,3,13,4,9,1,4,1,0,0,40,
35,3,9,2,13,0,3,1,0,0,40,
18,3,9,4,0,3,4,0,0,0,40,
23,3,9,0,7,4,4,0,0,0,30,
57,3,13,2,3,0,4,1,0,0,40,
56,5,2,4,3,1,0,1,0,0,65,
25,4,10,4,11,3,4,0,0,0,35,
64,8,11,2,14,5,4,0,0,0,15,
35,5,13,4,9,3,4,0,0,0,40,
61,3,11,2,0,0,4,1,0,0,40,
36,6,13,0,9,1,4,0,0,0,55,
18,3,8,4,11,3,2,0,0,0,15,
21,3,10,3,11,3,2,0,0,0,20,
43,8,12,0,14,1,4,0,0,0,35,
32,1,9,2,13,0,4,1,0,0,40,
52,3,8,2,6,0,4,1,0,0,45,
48,3,9,2,2,0,4,1,0,0,55,
40,3,13,0,9,1,4,0,0,0,40,
35,3,9,2,3,0,4,1,5178,0,40,
22,8,10,5,14,4,4,0,0,0,25,
42,3,9,0,0,1,4,0,0,0,40,
60,8,4,6,14,4,4,0,0,0,20,
34,3,10,2,6,0,2,1,0,0,40,
27,3,12,2,12,0,4,1,0,0,40,
47,5,13,4,4,1,4,1,0,0,65,
65,5,5,2,2,0,4,1,0,0,45,
61,4,14,6,3,4,4,0,0,0,99,
18,3,10,4,11,3,4,1,0,0,28,
49,8,9,2,14,0,4,1,0,0,40,
48,3,16,2,9,0,4,1,0,0,45,
26,3,10,4,13,1,2,1,2174,0,75,
30,3,13,4,11,1,4,1,0,0,40,
68,5,9,2,4,0,4,1,0,0,50,
23,3,9,2,11,0,4,1,0,0,80,
65,5,9,2,3,0,4,1,0,0,24,
32,3,13,2,0,0,4,1,0,0,44,
44,3,14,2,3,0,4,1,0,0,40,
48,1,14,2,9,5,4,0,0,0,40,
24,3,11,4,12,1,4,1,0,0,45,
58,3,10,4,4,1,4,1,0,0,40,
32,1,10,3,9,1,4,1,0,0,50,
54,3,14,0,3,1,4,1,0,0,50,
35,3,14,4,9,1,4,1,0,0,45,
35,3,12,0,3,1,4,0,0,0,50,
24,3,9,4,11,3,4,1,0,0,40,
50,3,9,2,9,0,4,1,99999,0,40,
38,5,9,5,2,1,4,1,0,0,40,
57,1,9,2,3,0,4,1,0,0,40,
38,3,10,4,11,1,4,1,0,0,60,
49,3,9,4,2,1,4,1,0,0,40,
25,3,13,4,12,3,4,0,0,0,16,
56,3,10,3,13,1,4,1,0,0,40,
32,3,7,0,7,4,4,0,0,0,40,
22,3,13,4,9,1,4,1,0,0,40,
23,8,10,4,14,2,4,1,0,0,40,
33,3,9,2,2,0,4,1,0,0,40,
42,3,10,0,0,4,4,0,0,0,12,
62,5,9,2,13,0,4,1,0,0,48,
24,8,5,4,14,3,4,1,0,0,40,
26,1,13,4,10,3,4,1,0,0,40,
46,3,10,0,2,4,4,1,0,0,40,
33,3,13,5,11,1,4,0,0,0,50,
65,8,9,2,14,0,4,1,0,0,1,
65,7,9,2,13,0,4,1,2414,0,20,
46,3,10,2,2,0,4,1,7688,0,40,
43,1,11,0,3,1,4,0,0,0,40,
43,3,9,2,2,0,4,1,0,0,40,
35,3,6,2,2,0,4,1,0,0,40,
48,3,9,6,5,2,4,0,0,0,48,
55,0,13,2,3,0,4,1,0,0,40,
45,3,11,2,2,0,4,1,0,0,40,
56,3,13,2,3,0,4,1,4508,0,40,
59,0,14,4,3,1,4,1,0,0,40,
56,1,9,2,2,0,4,1,0,0,40,
21,3,9,4,7,3,2,1,0,0,10,
26,3,7,2,3,0,4,1,3411,0,40,
38,3,9,4,7,4,4,0,0,0,40,
27,3,10,4,0,3,4,0,0,0,40,
48,4,4,2,2,0,4,1,0,0,50,
37,6,14,2,9,0,4,1,0,0,60,
63,5,9,2,2,0,4,1,0,0,30,
27,6,9,4,13,1,0,1,0,0,38,
20,3,10,4,11,3,4,1,0,0,25,
26,3,14,2,9,0,4,1,0,1887,40,
21,8,6,4,14,3,2,1,0,0,40,
